Date,Crude Oil
2021-12,75.20999908447266
2022-01,88.1500015258789
2022-02,95.72000122070312
2022-03,100.27999877929688
2022-04,104.69000244140625
2022-06,105.76000213623047
2022-07,98.62000274658203
2022-08,89.55000305175781
2022-09,79.48999786376953
2022-10,86.52999877929688
2022-11,80.55000305175781
2022-12,80.26000213623047
2023-02,77.05000305175781
2023-03,75.66999816894531
2023-04,76.77999877929688
2023-05,68.08999633789062
2023-06,70.63999938964844
2023-07,81.80000305175781
2023-08,83.62999725341797
2023-09,90.79000091552734
2023-11,75.95999908447266
2023-12,71.6500015258789
2024-01,78.2300033569336
