Date,US 30-Year Treasury Yield
1985-01,11.210000038146973
1985-02,11.899999618530273
1985-03,11.640000343322754
1985-04,11.479999542236328
1985-05,10.579999923706055
1985-06,10.470000267028809
1985-07,10.699999809265137
1985-08,10.479999542236328
1985-09,10.569999694824219
1985-10,10.279999732971191
1985-11,9.859999656677246
1985-12,9.270000457763672
1986-01,9.34000015258789
1986-02,8.270000457763672
1986-03,7.440000057220459
1986-04,7.46999979019165
1986-05,7.739999771118164
1986-06,7.239999771118164
1986-07,7.460000038146973
1986-08,7.210000038146973
1986-09,7.599999904632568
1986-10,7.610000133514404
1986-11,7.409999847412109
1986-12,7.489999771118164
1987-01,7.480000019073486
1987-02,7.480000019073486
1987-03,7.809999942779541
1987-04,8.449999809265137
1987-05,8.649999618530273
1987-06,8.510000228881836
1987-07,8.890000343322754
1987-08,9.170000076293945
1987-09,9.789999961853027
1987-10,9.029999732971191
1987-11,9.100000381469727
1987-12,8.949999809265137
1988-01,8.420000076293945
1988-02,8.390000343322754
1988-03,8.819999694824219
1988-04,9.109999656677246
1988-05,9.300000190734863
1988-06,8.869999885559082
1988-07,9.229999542236328
1988-08,9.3100004196167
1988-09,8.979999542236328
1988-10,8.739999771118164
1988-11,9.069999694824219
1988-12,9.0
1989-01,8.84000015258789
1989-02,9.140000343322754
1989-03,9.109999656677246
1989-04,8.90999984741211
1989-05,8.600000381469727
1989-06,8.050000190734863
1989-07,7.920000076293945
1989-08,8.210000038146973
1989-09,8.239999771118164
1989-10,7.920000076293945
1989-11,7.900000095367432
1989-12,7.980000019073486
1990-01,8.460000038146973
1990-02,8.539999961853027
1990-03,8.630000114440918
1990-04,9.0
1990-05,8.579999923706055
1990-06,8.40999984741211
1990-07,8.420000076293945
1990-08,8.989999771118164
1990-09,8.960000038146973
1990-10,8.779999732971191
1990-11,8.399999618530273
1990-12,8.260000228881836
1991-01,8.210000038146973
1991-02,8.1899995803833
1991-03,8.239999771118164
1991-04,8.199999809265137
1991-05,8.260000228881836
1991-06,8.420000076293945
1991-07,8.359999656677246
1991-08,8.0600004196167
1991-09,7.820000171661377
1991-10,7.909999847412109
1991-11,7.940000057220459
1991-12,7.409999847412109
1992-01,7.769999980926514
1992-02,7.800000190734863
1992-03,7.960000038146973
1992-04,8.0600004196167
1992-05,7.840000152587891
1992-06,7.789999961853027
1992-07,7.460000038146973
1992-08,7.420000076293945
1992-09,7.380000114440918
1992-10,7.630000114440918
1992-11,7.590000152587891
1992-12,7.400000095367432
1993-01,7.210000038146973
1993-02,6.900000095367432
1993-03,6.929999828338623
1993-04,6.949999809265137
1993-05,6.980000019073486
1993-06,6.679999828338623
1993-07,6.570000171661377
1993-08,6.090000152587891
1993-09,6.039999961853027
1993-10,5.965000152587891
1993-11,6.285999774932861
1993-12,6.339000225067139
1994-01,6.223999977111816
1994-02,6.671000003814697
1994-03,7.125
1994-04,7.302000045776367
1994-05,7.434999942779541
1994-06,7.611999988555908
1994-07,7.379000186920166
1994-08,7.440999984741211
1994-09,7.818999767303467
1994-10,7.961999893188477
1994-11,7.9770002365112305
1994-12,7.869999885559082
1995-01,7.690000057220459
1995-02,7.445000171661377
1995-03,7.429999828338623
1995-04,7.333000183105469
1995-05,6.644000053405762
1995-06,6.624000072479248
1995-07,6.855000019073486
1995-08,6.644999980926514
1995-09,6.48199987411499
1995-10,6.316999912261963
1995-11,6.131999969482422
1995-12,5.948999881744385
1996-01,6.0229997634887695
1996-02,6.492000102996826
1996-03,6.678999900817871
1996-04,6.876999855041504
1996-05,6.991000175476074
1996-06,6.8979997634887695
1996-07,6.966000080108643
1996-08,7.10699987411499
1996-09,6.922999858856201
1996-10,6.650000095367432
1996-11,6.3520002365112305
1996-12,6.635000228881836
1997-01,6.796999931335449
1997-02,6.7870001792907715
1997-03,7.10099983215332
1997-04,6.951000213623047
1997-05,6.913000106811523
1997-06,6.794000148773193
1997-07,6.294000148773193
1997-08,6.60099983215332
1997-09,6.4070000648498535
1997-10,6.144000053405762
1997-11,6.035999774932861
1997-12,5.925000190734863
1998-01,5.804999828338623
1998-02,5.918000221252441
1998-03,5.936999797821045
1998-04,5.946000099182129
1998-05,5.800000190734863
1998-06,5.618000030517578
1998-07,5.7170000076293945
1998-08,5.290999889373779
1998-09,4.97599983215332
1998-10,5.14300012588501
1998-11,5.070000171661377
1998-12,5.084000110626221
1999-01,5.085999965667725
1999-02,5.552999973297119
1999-03,5.620999813079834
1999-04,5.672999858856201
1999-05,5.822999954223633
1999-06,5.98799991607666
1999-07,6.104000091552734
1999-08,6.065999984741211
1999-09,6.056000232696533
1999-10,6.14900016784668
1999-11,6.281000137329102
1999-12,6.4770002365112305
2000-01,6.491000175476074
2000-02,6.132999897003174
2000-03,5.8460001945495605
2000-04,5.961999893188477
2000-05,6.017000198364258
2000-06,5.88100004196167
2000-07,5.78000020980835
2000-08,5.673999786376953
2000-09,5.86899995803833
2000-10,5.783999919891357
2000-11,5.585999965667725
2000-12,5.459000110626221
2001-01,5.535999774932861
2001-02,5.336999893188477
2001-03,5.453000068664551
2001-04,5.771999835968018
2001-05,5.7789998054504395
2001-06,5.736000061035156
2001-07,5.501999855041504
2001-08,5.368000030517578
2001-09,5.414999961853027
2001-10,4.873000144958496
2001-11,5.264999866485596
2001-12,5.478000164031982
2002-01,5.426000118255615
2002-02,5.408999919891357
2002-03,5.815000057220459
2002-04,5.593999862670898
2002-05,5.611999988555908
2002-06,5.517000198364258
2002-07,5.304999828338623
2002-08,4.936999797821045
2002-09,4.6620001792907715
2002-10,5.006999969482422
2002-11,5.047999858856201
2002-12,4.7829999923706055
2003-01,4.8470001220703125
2003-02,4.676000118255615
2003-03,4.836999893188477
2003-04,4.7779998779296875
2003-05,4.361999988555908
2003-06,4.565999984741211
2003-07,5.409999847412109
2003-08,5.223999977111816
2003-09,4.883999824523926
2003-10,5.144999980926514
2003-11,5.125999927520752
2003-12,5.067999839782715
2004-01,4.965000152587891
2004-02,4.85699987411499
2004-03,4.7769999504089355
2004-04,5.2820000648498535
2004-05,5.3480000495910645
2004-06,5.313000202178955
2004-07,5.204999923706055
2004-08,4.938000202178955
2004-09,4.890999794006348
2004-10,4.794000148773193
2004-11,5.01200008392334
2004-12,4.822000026702881
2005-01,4.590000152587891
2005-02,4.705999851226807
2005-03,4.765999794006348
2005-04,4.519000053405762
2005-05,4.3470001220703125
2005-06,4.218999862670898
2005-07,4.473999977111816
2005-08,4.261000156402588
2005-09,4.567999839782715
2005-10,4.755000114440918
2005-11,4.703000068664551
2005-12,4.546999931335449
2006-01,4.684999942779541
2006-02,4.502999782562256
2006-03,4.89300012588501
2006-04,5.169000148773193
2006-05,5.206999778747559
2006-06,5.185999870300293
2006-07,5.070000171661377
2006-08,4.877999782562256
2006-09,4.767000198364258
2006-10,4.718999862670898
2006-11,4.560999870300293
2006-12,4.817999839782715
2007-01,4.926000118255615
2007-02,4.669000148773193
2007-03,4.8480000495910645
2007-04,4.816999912261963
2007-05,5.011000156402588
2007-06,5.125999927520752
2007-07,4.921999931335449
2007-08,4.830999851226807
2007-09,4.833000183105469
2007-10,4.750999927520752
2007-11,4.4029998779296875
2007-12,4.459000110626221
2008-01,4.354000091552734
2008-02,4.421000003814697
2008-03,4.306000232696533
2008-04,4.497000217437744
2008-05,4.706999778747559
2008-06,4.531000137329102
2008-07,4.603000164031982
2008-08,4.4120001792907715
2008-09,4.304999828338623
2008-10,4.36899995803833
2008-11,3.486999988555908
2008-12,2.690999984741211
2009-01,3.6029999256134033
2009-02,3.7219998836517334
2009-03,3.561000108718872
2009-04,4.044000148773193
2009-05,4.3379998207092285
2009-06,4.310999870300293
2009-07,4.310999870300293
2009-08,4.181000232696533
2009-09,4.047999858856201
2009-10,4.236000061035156
2009-11,4.193999767303467
2009-12,4.640999794006348
2010-01,4.510000228881836
2010-02,4.5289998054504395
2010-03,4.715000152587891
2010-04,4.5269999504089355
2010-05,4.214000225067139
2010-06,3.9089999198913574
2010-07,3.9769999980926514
2010-08,3.5329999923706055
2010-09,3.687000036239624
2010-10,4.0
2010-11,4.1020002365112305
2010-12,4.361999988555908
2011-01,4.571000099182129
2011-02,4.489999771118164
2011-03,4.507999897003174
2011-04,4.406000137329102
2011-05,4.216000080108643
2011-06,4.381999969482422
2011-07,4.131999969482422
2011-08,3.5920000076293945
2011-09,2.9210000038146973
2011-10,3.1989998817443848
2011-11,3.062000036239624
2011-12,2.8889999389648438
2012-01,2.934000015258789
2012-02,3.0859999656677246
2012-03,3.3450000286102295
