Date,US 30-Year Treasury Yield
2012-04,3.1089999675750732
2012-05,2.671999931335449
2012-06,2.763000011444092
2012-07,2.5769999027252197
2012-08,2.684000015258789
2012-09,2.8340001106262207
2012-10,2.8510000705718994
2012-11,2.7939999103546143
2012-12,2.9519999027252197
2013-01,3.1700000762939453
2013-02,3.0940001010894775
2013-03,3.1040000915527344
2013-04,2.884000062942505
2013-05,3.308000087738037
2013-06,3.497999906539917
2013-07,3.6459999084472656
2013-08,3.6760001182556152
2013-09,3.686000108718872
2013-10,3.63100004196167
2013-11,3.808000087738037
2013-12,3.9639999866485596
2014-01,3.621999979019165
2014-02,3.5920000076293945
2014-03,3.561000108718872
2014-04,3.4579999446868896
2014-05,3.313999891281128
2014-06,3.3380000591278076
2014-07,3.311000108718872
2014-08,3.0799999237060547
2014-09,3.2119998931884766
2014-10,3.059999942779541
2014-11,2.9100000858306885
2014-12,2.749000072479248
2015-01,2.250999927520752
2015-02,2.5999999046325684
2015-03,2.5439999103546143
2015-04,2.753000020980835
2015-05,2.8469998836517334
2015-06,3.1040000915527344
2015-07,2.927000045776367
2015-08,2.930999994277954
2015-09,2.880000114440918
2015-10,2.933000087738037
2015-11,2.990000009536743
2015-12,3.015000104904175
2016-01,2.757999897003174
2016-02,2.615000009536743
2016-03,2.619999885559082
2016-04,2.6659998893737793
2016-05,2.628999948501587
2016-06,2.306999921798706
2016-07,2.181999921798706
2016-08,2.2309999465942383
2016-09,2.3359999656677246
2016-10,2.5889999866485596
2016-11,3.0169999599456787
2016-12,3.062999963760376
2017-01,3.0510001182556152
2017-02,2.9679999351501465
2017-03,3.0179998874664307
2017-04,2.9519999027252197
2017-05,2.8570001125335693
2017-06,2.8399999141693115
2017-07,2.8980000019073486
2017-08,2.7249999046325684
2017-09,2.8570001125335693
2017-10,2.875
2017-11,2.8320000171661377
2017-12,2.739000082015991
2018-01,2.941999912261963
2018-02,3.127000093460083
2018-03,2.9719998836517334
2018-04,3.0969998836517334
2018-05,2.9860000610351562
2018-06,2.9830000400543213
2018-07,3.0829999446868896
2018-08,3.009999990463257
2018-09,3.197000026702881
2018-10,3.4019999504089355
2018-11,3.311000108718872
2018-12,3.0199999809265137
2019-01,3.005000114440918
2019-02,3.0829999446868896
2019-03,2.822000026702881
2019-04,2.940000057220459
2019-05,2.5829999446868896
2019-06,2.5280001163482666
2019-07,2.5269999504089355
2019-08,1.9700000286102295
2019-09,2.121000051498413
2019-10,2.1760001182556152
2019-11,2.2019999027252197
2019-12,2.3889999389648438
2020-01,2.015000104904175
2020-02,1.6710000038146973
2020-03,1.3509999513626099
2020-04,1.2660000324249268
2020-05,1.406999945640564
2020-06,1.409000039100647
2020-07,1.1979999542236328
2020-08,1.4520000219345093
2020-09,1.4509999752044678
2020-10,1.6399999856948853
2020-11,1.5729999542236328
2020-12,1.6460000276565552
2021-01,1.8580000400543213
2021-02,2.181999921798706
2021-03,2.424999952316284
2021-04,2.3010001182556152
2021-05,2.263000011444092
2021-06,2.065000057220459
2021-07,1.8969999551773071
2021-08,1.9270000457763672
2021-09,2.0920000076293945
2021-10,1.9420000314712524
2021-11,1.7869999408721924
2021-12,1.9049999713897705
2022-01,2.0980000495910645
2022-02,2.181999921798706
2022-03,2.447999954223633
2022-04,2.947000026702881
2022-05,3.056999921798706
2022-06,3.11899995803833
2022-07,2.9739999771118164
2022-08,3.255000114440918
2022-09,3.765000104904175
2022-10,4.203999996185303
2022-11,3.822000026702881
2022-12,3.9749999046325684
2023-01,3.6610000133514404
2023-02,3.930999994277954
2023-03,3.688999891281128
2023-04,3.677999973297119
2023-05,3.8559999465942383
2023-06,3.8550000190734863
2023-07,4.019000053405762
2023-08,4.203999996185303
2023-09,4.710999965667725
2023-10,5.021999835968018
2023-11,4.513000011444092
2023-12,4.019000053405762
2024-01,4.390000343322754
