Date,Nasdaq Composite
2005-04,1921.6500244140625
2005-05,2068.219970703125
2005-06,2056.9599609375
2005-07,2184.830078125
2005-08,2152.090087890625
2005-09,2151.68994140625
2005-10,2120.300048828125
2005-11,2232.820068359375
2005-12,2205.320068359375
2006-01,2305.820068359375
2006-02,2281.389892578125
2006-03,2339.7900390625
2006-04,2322.570068359375
2006-05,2178.8798828125
2006-06,2172.090087890625
2006-07,2091.469970703125
2006-08,2183.75
2006-09,2258.429931640625
2006-10,2366.7099609375
2006-11,2431.77001953125
2006-12,2415.2900390625
2007-01,2463.929931640625
2007-02,2416.14990234375
2007-03,2421.639892578125
2007-04,2525.090087890625
2007-05,2604.52001953125
2007-06,2603.22998046875
2007-07,2546.27001953125
2007-08,2596.360107421875
2007-09,2701.5
2007-10,2859.1201171875
2007-11,2660.9599609375
2007-12,2652.280029296875
2008-01,2389.860107421875
2008-02,2271.47998046875
2008-03,2279.10009765625
2008-04,2412.800048828125
2008-05,2522.659912109375
2008-06,2292.97998046875
2008-07,2325.550048828125
2008-08,2367.52001953125
2008-09,2091.8798828125
2008-10,1720.949951171875
2008-11,1535.5699462890625
2008-12,1577.030029296875
2009-01,1476.4200439453125
2009-02,1377.8399658203125
2009-03,1528.5899658203125
2009-04,1717.300048828125
2009-05,1774.3299560546875
2009-06,1835.0400390625
2009-07,1978.5
2009-08,2009.06005859375
2009-09,2122.419921875
2009-10,2045.1099853515625
2009-11,2144.60009765625
2009-12,2269.14990234375
2010-01,2147.35009765625
2010-02,2238.260009765625
2010-03,2397.9599609375
2010-04,2461.18994140625
2010-05,2257.0400390625
2010-06,2109.239990234375
2010-07,2254.699951171875
2010-08,2114.030029296875
2010-09,2368.6201171875
2010-10,2507.409912109375
2010-11,2498.22998046875
2010-12,2652.8701171875
2011-01,2700.080078125
2011-02,2782.27001953125
2011-03,2781.070068359375
2011-04,2873.5400390625
2011-05,2835.300048828125
2011-06,2773.52001953125
2011-07,2756.3798828125
2011-08,2579.4599609375
2011-09,2415.39990234375
2011-10,2684.409912109375
2011-11,2620.340087890625
2011-12,2605.14990234375
2012-01,2813.840087890625
2012-02,2966.889892578125
2012-03,3091.570068359375
2012-04,3046.360107421875
2012-05,2827.340087890625
2012-06,2935.050048828125
2012-07,2939.52001953125
2012-08,3066.9599609375
2012-09,3116.22998046875
2012-10,2977.22998046875
2012-11,3010.239990234375
2012-12,3019.510009765625
2013-01,3142.1298828125
2013-02,3160.18994140625
2013-03,3267.52001953125
2013-04,3328.7900390625
2013-05,3455.909912109375
2013-06,3403.25
2013-07,3626.3701171875
2013-08,3589.8701171875
2013-09,3771.47998046875
2013-10,3919.7099609375
2013-11,4059.889892578125
2013-12,4176.58984375
2014-01,4103.8798828125
2014-02,4308.1201171875
2014-03,4198.990234375
2014-04,4114.56005859375
2014-05,4242.6201171875
2014-06,4408.18017578125
2014-07,4369.77001953125
2014-08,4580.27001953125
2014-09,4493.39013671875
2014-10,4630.740234375
2014-11,4791.6298828125
2014-12,4736.0498046875
2015-01,4635.240234375
2015-02,4963.52978515625
2015-03,4900.8798828125
2015-04,4941.419921875
2015-05,5070.02978515625
2015-06,4986.8701171875
2015-07,5128.27978515625
2015-08,4776.509765625
2015-09,4620.16015625
2015-10,5053.75
2015-11,5108.669921875
2015-12,5007.41015625
2016-01,4613.9501953125
2016-02,4557.9501953125
2016-03,4869.85009765625
2016-04,4775.35986328125
2016-05,4948.0498046875
2016-06,4842.669921875
2016-07,5162.1298828125
2016-08,5213.22021484375
2016-09,5312.0
2016-10,5189.14013671875
2016-11,5323.68017578125
2016-12,5383.1201171875
2017-01,5614.7900390625
2017-02,5825.43994140625
2017-03,5911.740234375
2017-04,6047.60986328125
2017-05,6198.52001953125
2017-06,6140.419921875
2017-07,6348.1201171875
2017-08,6428.66015625
2017-09,6495.9599609375
2017-10,6727.669921875
2017-11,6873.97021484375
2017-12,6903.39013671875
2018-01,7411.47998046875
2018-02,7273.009765625
2018-03,7063.4501953125
2018-04,7066.27001953125
2018-05,7442.1201171875
2018-06,7510.2998046875
2018-07,7671.7900390625
2018-08,8109.5400390625
2018-09,8046.35009765625
2018-10,7305.89990234375
2018-11,7330.5400390625
2018-12,6635.27978515625
2019-01,7281.740234375
2019-02,7532.52978515625
2019-03,7729.31982421875
2019-04,8095.39013671875
2019-05,7453.14990234375
2019-06,8006.240234375
2019-07,8175.419921875
2019-08,7962.8798828125
2019-09,7999.33984375
2019-10,8292.3603515625
2019-11,8665.4697265625
2019-12,8972.599609375
2020-01,9150.9404296875
2020-02,8567.3701171875
2020-03,7700.10009765625
2020-04,8889.5498046875
2020-05,9489.8701171875
2020-06,10058.76953125
2020-07,10745.26953125
2020-08,11775.4599609375
2020-09,11167.509765625
2020-10,10911.58984375
2020-11,12198.740234375
2020-12,12888.2802734375
2021-01,13070.6904296875
2021-02,13192.349609375
2021-03,13246.8701171875
2021-04,13962.6796875
2021-05,13748.740234375
2021-06,14503.9501953125
2021-07,14672.6796875
2021-08,15259.240234375
2021-09,14448.580078125
2021-10,15498.3896484375
2021-11,15537.6904296875
2021-12,15644.9697265625
2022-01,14239.8798828125
2022-02,13751.400390625
2022-03,14220.51953125
2022-04,12334.6396484375
2022-05,12081.3896484375
2022-06,11028.740234375
2022-07,12390.6904296875
2022-08,11816.2001953125
2022-09,10575.6201171875
2022-10,10988.150390625
2022-11,11468.0
2022-12,10466.48046875
2023-01,11584.5498046875
2023-02,11455.5400390625
2023-03,12221.91015625
2023-04,12226.580078125
2023-05,12935.2900390625
2023-06,13787.919921875
2023-07,14346.01953125
2023-08,14034.9697265625
2023-09,13219.3203125
2023-10,12851.240234375
2023-11,14226.2197265625
2023-12,15011.349609375
2024-01,15455.36328125
