Date,MSCI China
2010-12,9945.999999999998
2011-01,9894.3
2011-02,9715.9
2011-03,10232.899999999998
2011-04,10399.099999999997
2011-05,10436.899999999998
2011-06,10054.3
2011-07,9971.599999999997
2011-08,9042.4
2011-09,7521.899999999998
2011-10,8662.4
2011-11,7934.699999999999
2011-12,8131.5999999999985
2012-01,9011.899999999998
2012-02,9599.199999999999
2012-03,8938.099999999999
2012-04,9255.699999999997
2012-05,8284.9
2012-06,8468.1
2012-07,8589.599999999999
2012-08,8320.4
2012-09,8868.4
2012-10,9375.099999999999
2012-11,9550.399999999998
2012-12,10010.2
2013-01,10422.999999999998
2013-02,10013.099999999999
2013-03,9555.8
2013-04,9664.399999999998
2013-05,9582.399999999998
2013-06,8930.999999999998
2013-07,9294.2
2013-08,9519.699999999999
2013-09,10024.8
2013-10,10276.599999999999
2013-11,10776.099999999999
2013-12,10406.499999999998
2014-01,9709.399999999998
2014-02,9964.3
2014-03,9796.199999999999
2014-04,9572.899999999998
2014-05,10024.099999999999
2014-06,10354.499999999998
2014-07,11199.499999999998
2014-08,11224.699999999999
2014-09,10512.499999999996
2014-10,10965.599999999999
2014-11,11137.399999999998
2014-12,11266.399999999998
2015-01,11521.399999999998
2015-02,11894.699999999999
2015-03,12180.999999999998
2015-04,14212.399999999998
2015-05,13687.999999999998
2015-06,12937.999999999998
2015-07,11546.999999999996
2015-08,10197.899999999998
2015-09,10004.499999999998
2015-10,10912.899999999998
2015-11,10544.899999999998
2015-12,10407.499999999998
2016-01,9083.799999999997
2016-02,8854.199999999999
2016-03,9907.999999999998
2016-04,9888.399999999998
2016-05,9815.3
2016-06,9936.099999999999
2016-07,10284.199999999999
2016-08,11042.199999999999
2016-09,11323.499999999998
2016-10,11104.3
2016-11,10971.499999999998
2016-12,10522.599999999999
2017-01,11236.8
2017-02,11634.399999999998
2017-03,11882.899999999998
2017-04,12199.799999999997
2017-05,12844.799999999997
2017-06,13149.199999999999
2017-07,14325.399999999998
2017-08,14933.499999999998
2017-09,15090.499999999998
2017-10,15690.299999999997
2017-11,15934.899999999992
2017-12,16239.999999999998
2018-01,18268.1
2018-02,17098.199999999997
2018-03,16535.4
2018-04,16531.9
2018-05,16840.199999999997
2018-06,15966.199999999997
2018-07,15578.599999999999
2018-08,14988.699999999997
2018-09,14781.099999999999
2018-10,13086
2018-11,14045.099999999999
2018-12,13195.099999999999
2019-01,14654.399999999998
2019-02,15160.199999999997
2019-03,15529.599999999999
2019-04,15875.899999999996
2019-05,13803.599999999999
2019-06,14920.699999999997
2019-07,14845.699999999997
2019-08,14225.499999999998
2019-09,14223.799999999997
2019-10,14797.999999999998
2019-11,15061.899999999998
2019-12,16316.999999999995
2020-01,15533.299999999997
2020-02,15684.299999999997
2020-03,14650.199999999997
2020-04,15575.499999999998
2020-05,15502.099999999995
2020-06,16901.8
2020-07,18507.4
2020-08,19558.999999999996
2020-09,19025.799999999996
2020-10,20032.399999999998
2020-11,20588.1
2020-12,21157.899999999998
2021-01,22715.799999999996
2021-02,22480.699999999997
2021-03,21067.899999999998
2021-04,21361.5
2021-05,21528.600000000002
2021-06,21556.699999999997
2021-07,18579.499999999996
2021-08,18580.6
2021-09,17648.899999999998
2021-10,18205.999999999996
2021-11,17119.1
2021-12,16579.499999999996
2022-01,16090.499999999998
2022-02,15462.999999999998
2022-03,14226.699999999997
2022-04,13645.899999999998
2022-05,13808.499999999998
2022-06,14724.199999999997
2022-07,13333.899999999998
2022-08,13364.199999999999
2022-09,11420.499999999998
2022-10,9500.8
2022-11,12323.999999999998
2022-12,12965.499999999998
2023-01,14492.899999999998
2023-02,12989.299999999997
2023-03,13575.999999999998
2023-04,12876.099999999999
2023-05,11792.199999999999
2023-06,12266.299999999997
2023-07,13598.399999999998
2023-08,12380.899999999998
2023-09,12041.599999999999
2023-10,11528.499999999998
2023-11,11819.399999999998
2023-12,11534.699999999999
