Date,DAX
2006-01,5674.14990234375
2006-02,5796.0400390625
2006-03,5970.080078125
2006-04,6009.89013671875
2006-05,5692.85986328125
2006-06,5683.31005859375
2006-07,5681.97021484375
2006-08,5859.56982421875
2006-09,6004.330078125
2006-10,6268.919921875
2006-11,6309.18994140625
2006-12,6596.919921875
2007-01,6789.10986328125
2007-02,6715.43994140625
2007-03,6917.02978515625
2007-04,7408.8701171875
2007-05,7883.0400390625
2007-06,8007.31982421875
2007-07,7584.14013671875
2007-08,7638.169921875
2007-09,7861.509765625
2007-10,8019.22021484375
2007-11,7870.52001953125
2007-12,8067.31982421875
2008-01,6851.75
2008-02,6748.1298828125
2008-03,6534.97021484375
2008-04,6948.81982421875
2008-05,7096.7900390625
2008-06,6418.31982421875
2008-07,6479.56005859375
2008-08,6422.2998046875
2008-09,5831.02001953125
2008-10,4987.97021484375
2008-11,4669.43994140625
2008-12,4810.2001953125
2009-01,4338.35009765625
2009-02,3843.739990234375
2009-03,4084.760009765625
2009-04,4769.4501953125
2009-05,4940.81982421875
2009-06,4808.64013671875
2009-07,5332.14013671875
2009-08,5464.60986328125
2009-09,5675.16015625
2009-10,5414.9599609375
2009-11,5625.9501953125
2009-12,5957.43017578125
2010-01,5608.7900390625
2010-02,5598.4599609375
2010-03,6153.5498046875
2010-04,6135.7001953125
2010-05,5964.330078125
2010-06,5965.52001953125
2010-07,6147.97021484375
2010-08,5925.22021484375
2010-09,6229.02001953125
2010-10,6601.3701171875
2010-11,6688.490234375
2010-12,6914.18994140625
2011-01,7077.47998046875
2011-02,7272.31982421875
2011-03,7041.31005859375
2011-04,7514.4599609375
2011-05,7293.68994140625
2011-06,7376.240234375
2011-07,7158.77001953125
2011-08,5784.85009765625
2011-09,5502.02001953125
2011-10,6141.33984375
2011-11,6088.83984375
2011-12,5898.35009765625
2012-01,6458.91015625
2012-02,6856.080078125
2012-03,6946.830078125
2012-04,6761.18994140625
2012-05,6264.3798828125
2012-06,6416.27978515625
2012-07,6772.259765625
2012-08,6970.7900390625
2012-09,7216.14990234375
2012-10,7260.6298828125
2012-11,7405.5
2012-12,7612.39013671875
2013-01,7776.0498046875
2013-02,7741.7001953125
2013-03,7795.31005859375
2013-04,7913.7099609375
2013-05,8348.83984375
2013-06,7959.22021484375
2013-07,8275.9697265625
2013-08,8103.14990234375
2013-09,8594.400390625
2013-10,9033.919921875
2013-11,9405.2998046875
2013-12,9552.16015625
2014-01,9306.48046875
2014-02,9692.080078125
2014-03,9555.91015625
2014-04,9603.23046875
2014-05,9943.26953125
2014-06,9833.0703125
2014-07,9407.48046875
2014-08,9470.169921875
2014-09,9474.2998046875
2014-10,9326.8701171875
2014-11,9980.849609375
2014-12,9805.5498046875
2015-01,10694.3203125
2015-02,11401.66015625
2015-03,11966.169921875
2015-04,11454.3798828125
2015-05,11413.8203125
2015-06,10944.9697265625
2015-07,11308.990234375
2015-08,10259.4599609375
2015-09,9660.4404296875
2015-10,10850.1396484375
2015-11,11382.23046875
2015-12,10743.009765625
2016-01,9798.1103515625
2016-02,9495.400390625
2016-03,9965.509765625
2016-04,10038.9697265625
2016-05,10262.740234375
2016-06,9680.08984375
2016-07,10337.5
2016-08,10592.6904296875
2016-09,10511.01953125
2016-10,10665.009765625
2016-11,10640.2998046875
2016-12,11481.0595703125
2017-01,11535.3095703125
2017-02,11834.41015625
2017-03,12312.8701171875
2017-04,12438.009765625
2017-05,12615.0595703125
2017-06,12325.1201171875
2017-07,12118.25
2017-08,12055.83984375
2017-09,12828.8603515625
2017-10,13229.5703125
2017-11,13023.98046875
2017-12,12917.6396484375
2018-01,13189.48046875
2018-02,12435.849609375
2018-03,12096.73046875
2018-04,12612.1103515625
2018-05,12604.8896484375
2018-06,12306.0
2018-07,12805.5
2018-08,12364.0595703125
2018-09,12246.73046875
2018-10,11447.509765625
2018-11,11257.240234375
2018-12,10558.9599609375
2019-01,11173.099609375
2019-02,11515.6396484375
2019-03,11526.0400390625
2019-04,12344.080078125
2019-05,11726.83984375
2019-06,12398.7998046875
2019-07,12189.0400390625
2019-08,11939.2802734375
2019-09,12428.080078125
2019-10,12866.7900390625
2019-11,13236.3798828125
2019-12,13249.009765625
2020-01,12981.9697265625
2020-02,11890.349609375
2020-03,9935.83984375
2020-04,10861.6396484375
2020-05,11586.849609375
2020-06,12310.9296875
2020-07,12313.3603515625
2020-08,12945.3798828125
2020-09,12760.73046875
2020-10,11556.48046875
2020-11,13291.16015625
2020-12,13718.7802734375
2021-01,13432.8701171875
2021-02,13786.2900390625
2021-03,15008.33984375
2021-04,15135.91015625
2021-05,15421.1298828125
2021-06,15531.0400390625
2021-07,15544.3896484375
2021-08,15835.08984375
2021-09,15260.6904296875
2021-10,15688.76953125
2021-11,15100.1298828125
2021-12,15884.8603515625
2022-01,15471.2001953125
2022-02,14461.01953125
2022-03,14414.75
2022-04,14097.8798828125
2022-05,14388.349609375
2022-06,12783.76953125
2022-07,13484.0498046875
2022-08,12834.9599609375
2022-09,12114.3603515625
2022-10,13253.740234375
2022-11,14397.0400390625
2022-12,13923.58984375
2023-01,15128.26953125
2023-02,15365.1396484375
2023-03,15628.83984375
2023-04,15922.3798828125
2023-05,15664.01953125
2023-06,16147.900390625
2023-07,16446.830078125
2023-08,15947.080078125
2023-09,15386.580078125
2023-10,14810.33984375
2023-11,16215.4296875
2023-12,16751.640625
2024-01,16961.390625
