Date,CAC 40
2008-09,4032.10009765625
2008-10,3487.070068359375
2008-11,3262.679931640625
2008-12,3217.969970703125
2009-01,2973.919921875
2009-02,2702.47998046875
2009-03,2807.340087890625
2009-04,3159.85009765625
2009-05,3277.64990234375
2009-06,3140.43994140625
2009-07,3426.27001953125
2009-08,3653.5400390625
2009-09,3795.409912109375
2009-10,3607.68994140625
2009-11,3680.14990234375
2009-12,3936.330078125
2010-01,3739.4599609375
2010-02,3708.800048828125
2010-03,3974.010009765625
2010-04,3816.989990234375
2010-05,3507.56005859375
2010-06,3442.889892578125
2010-07,3643.139892578125
2010-08,3490.7900390625
2010-09,3715.179931640625
2010-10,3833.5
2010-11,3610.43994140625
2010-12,3804.780029296875
2011-01,4005.5
2011-02,4110.35009765625
2011-03,3989.179931640625
2011-04,4106.919921875
2011-05,4006.93994140625
2011-06,3982.2099609375
2011-07,3672.77001953125
2011-08,3256.760009765625
2011-09,2981.9599609375
2011-10,3242.840087890625
2011-11,3154.6201171875
2011-12,3159.81005859375
2012-01,3298.550048828125
2012-02,3452.449951171875
2012-03,3423.81005859375
2012-04,3212.800048828125
2012-05,3017.010009765625
2012-06,3196.64990234375
2012-07,3291.659912109375
2012-08,3413.070068359375
2012-09,3354.820068359375
2012-10,3429.27001953125
2012-11,3557.280029296875
2012-12,3641.070068359375
2013-01,3732.60009765625
2013-02,3723.0
2013-03,3731.419921875
2013-04,3856.75
2013-05,3948.590087890625
2013-06,3738.909912109375
2013-07,3992.68994140625
2013-08,3933.780029296875
2013-09,4143.43994140625
2013-10,4299.89013671875
2013-11,4295.2099609375
2013-12,4295.9501953125
2014-01,4165.72021484375
2014-02,4408.080078125
2014-03,4391.5
2014-04,4487.39013671875
2014-05,4519.56982421875
2014-06,4422.83984375
2014-07,4246.14013671875
2014-08,4381.0400390625
2014-09,4416.240234375
2014-10,4233.08984375
2014-11,4390.18017578125
2014-12,4272.75
2015-01,4604.25
2015-02,4951.47998046875
2015-03,5033.64013671875
2015-04,5046.490234375
2015-05,5007.89013671875
2015-06,4790.2001953125
2015-07,5082.60986328125
2015-08,4652.9501953125
2015-09,4455.2900390625
2015-10,4897.66015625
2015-11,4957.60009765625
2015-12,4637.06005859375
2016-01,4417.02001953125
2016-02,4353.5498046875
2016-03,4385.06005859375
2016-04,4428.9599609375
2016-05,4505.6201171875
2016-06,4237.47998046875
2016-07,4439.81005859375
2016-08,4438.22021484375
2016-09,4448.259765625
2016-10,4509.259765625
2016-11,4578.33984375
2016-12,4862.31005859375
2017-01,4748.89990234375
2017-02,4858.580078125
2017-03,5122.509765625
2017-04,5267.330078125
2017-05,5283.6298828125
2017-06,5120.68017578125
2017-07,5093.77001953125
2017-08,5085.58984375
2017-09,5329.81005859375
2017-10,5503.2900390625
2017-11,5372.7900390625
2017-12,5312.56005859375
2018-01,5481.93017578125
2018-02,5320.490234375
2018-03,5167.2998046875
2018-04,5520.5
2018-05,5398.39990234375
2018-06,5323.52978515625
2018-07,5511.2998046875
2018-08,5406.85009765625
2018-09,5493.490234375
2018-10,5093.43994140625
2018-11,5003.919921875
2018-12,4730.68994140625
2019-01,4992.72021484375
2019-02,5240.52978515625
2019-03,5350.52978515625
2019-04,5586.41015625
2019-05,5207.6298828125
2019-06,5538.97021484375
2019-07,5518.89990234375
2019-08,5480.47998046875
2019-09,5677.7900390625
2019-10,5729.85986328125
2019-11,5905.169921875
2019-12,5978.06005859375
2020-01,5806.33984375
2020-02,5309.89990234375
2020-03,4396.1201171875
2020-04,4572.18017578125
2020-05,4695.43994140625
2020-06,4935.990234375
2020-07,4783.68994140625
2020-08,4947.22021484375
2020-09,4803.43994140625
2020-10,4594.240234375
2020-11,5518.5498046875
2020-12,5551.41015625
2021-01,5399.2099609375
2021-02,5703.22021484375
2021-03,6067.22998046875
2021-04,6269.47998046875
2021-05,6447.169921875
2021-06,6507.830078125
2021-07,6612.759765625
2021-08,6680.18017578125
2021-09,6520.009765625
2021-10,6830.33984375
2021-11,6721.16015625
2021-12,7153.02978515625
2022-01,6999.2001953125
2022-02,6658.830078125
2022-03,6659.8701171875
2022-04,6533.77001953125
2022-05,6468.7998046875
2022-06,5922.85986328125
2022-07,6448.5
2022-08,6125.10009765625
2022-09,5762.33984375
2022-10,6266.77001953125
2022-11,6738.5498046875
2022-12,6473.759765625
2023-01,7082.419921875
2023-02,7267.93017578125
2023-03,7322.39013671875
2023-04,7491.5
2023-05,7098.7001953125
2023-06,7400.06005859375
2023-07,7497.77978515625
2023-08,7316.7001953125
2023-09,7135.06005859375
2023-10,6885.64990234375
2023-11,7310.77001953125
2023-12,7543.18017578125
2024-01,7634.14013671875
