Date,Vanguard Small Cap Index Adm
2021-06,107.94000244140625
2021-07,106.38999938964844
2021-08,108.48999786376953
2021-09,104.83999633789062
2021-10,109.98999786376953
2021-11,105.2300033569336
2021-12,108.37000274658203
2022-01,99.80000305175781
2022-02,100.66000366210938
2022-03,101.87999725341797
2022-04,93.48999786376953
2022-05,93.45999908447266
2022-06,84.4000015258789
2022-07,93.31999969482422
2022-08,90.88999938964844
2022-09,81.88999938964844
2022-10,90.01000213623047
2022-11,94.0
2022-12,87.94000244140625
2023-01,96.8499984741211
2023-02,94.63999938964844
2023-03,90.8499984741211
2023-04,89.79000091552734
2023-05,88.01000213623047
2023-06,95.30999755859375
2023-07,100.02999877929688
2023-08,96.33000183105469
2023-09,90.56999969482422
2023-10,85.30000305175781
2023-11,93.13999938964844
2023-12,103.33999633789062
2024-01,100.75
